Andere Liste,Firmenname,Kennzeichnung Link,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Anlagen/Anteile an Anlagen,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
,EnBW Energie Baden-Württemberg AG,https://www.enbw.com/service/enbw-strommix,,Durlacher Allee 93,76131,Karlsruhe,https://www.enbw.com,A,X,,,,,,,,,
,EnBW Ostwürttemberg DonauRies Aktiengesellschaft ODR,https://www.odr.de/privatkunden/service-kontakt/downloads/energietraegermix.html,,Unterer Brühl 2,73479,Ellwangen,https://www.enbw.com,A,X,,,,,,,,,
,ener.my GmbH,https://enermy.de/media/Stromkennzeichnung.pdf,FEHLER fehlerhafte Kennzeichnung,,,,,A,X,,,,,,,,,
,enercity AG,https://www.enercity.de/infothek/downloads/pflichtveroeffentlichungen/skz-oekostrom-pk-gk-11-18.pdf,,Ihmeplatz 2,30449,Hannover,https://www.enercity.de,A,X,,,,,,,,,
,eneREGIO GmbH,https://www.eneregio.com/wp-content/uploads/2018/10/Strommix-f%C3%BCr-das-Bezugsjahr-2017-g%C3%BCltig-ab-01.11.2018.pdf,,,,,,A,X,,,,,,,,,
,Energie Aktiengesellschaft Iserlohn,https://www.energie-ag.de/de/Fussnavigation/Stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Energie Calw GmbH,https://www.encw.de/wissenswertes-fuer-privatkunden/,,,,,,A,X,,,,,,,,,
,Energiedienst AG,https://www.naturenergie.de/fileadmin/naturenergie/Strommkennzeichen/ED_Stromkennzeichnungen2019.pdf,,Schönenbergerstr. 10,79618,Rheinfelden,https://www.naturenergie.de,A,X,,,,,,,,,
,Energiegenossenschaft für Wittmund eG,https://www.eg-wittmund.de/index.php?rex_media_type=download&rex_media_file=/media/stromkennzeichnung_2019.pdf,,Aseler-Str. 10,26409,Wittmund,https://www.eg-wittmund.de,A,X,,,,,,,,,
True,Energiegenossenschaft Odenwald eG,,,Helmholtzstraße 1,64711,Erbach,www.eg-odenwald.de,R,,,X,,,,X,,,
,Energie-Gesellschaft Unterkirnach mbH,http://www.egu-strom.de/fileadmin/Dateien/EGU_Strom/Dateien/EGU_Stromkennzeichnung_2018.pdf,,Hauptstraße 5,78089,Unterkirnach,https://www.egu-strom.de,A,X,,,,,,,,,
,energieGUT GmbH,https://www.energiegut.de/stromkennzeichnung/,,Bungertstr. 27,47053,Duisburg,https://www.energiegut.de,A,X,,,,,,,,,
,energiehoch3 GmbH,https://www.energiehoch3.de/strom/stromkennzeichnung/,FEHLER Umweltbelastungen,Ostring 28,44787,Bochum,https://www.energiehoch3.de,A,X,,,,,,,,,
,Energie Rellingen - eine Marke der Stadtwerke Elmshorn,https://www.energie-rellingen.de/de/Startseite/Energie-in-Rellingen-zu-Hause.html#strom,,,,,,A,X,,,,,,,,,
,Energie Rhein-Sieg GmbH,http://www.energie-rhein-sieg.de/stromkennzeichnung.html,,Südstraße 27,53757,Sankt Augustin,https://www.energie-rhein-sieg.de/,B,,Tochter Unternehmen stadtwerke-hall.de,,,X,,,,,
,ENERGIERIED GmbH & Co. KG,https://www.energieried.de/strom/,,,,,,A,X,,,,,,,,,
,Energie SaarLorLux AG,https://www.energie-saarlorlux.com/,nicht vorhanden,,,,,A,X,,,,,,,,,
,Energie Sachsenheim GmbH & Co. KG,https://energie-sachsenheim.de/privatkunden/strom/,nicht aktuell,,,,,A,X,,,,,,,,,
,Energie Südbayern GmbH,https://www.esb.de/geschaeftskunden/stromprodukte/gewerbekunden/,,Ungsteiner Straße 31,81539,München,https://www.esb.de,A,X,,,,,,,,,
,EnergieSüdwest Aktiengesellschaft,https://www.energie-suedwest.de/wp-content/uploads/2018/10/stromkennzeichnung_esw_ag_10_18_lj-2017.pdf,,Industriestr. 18,76829,Landau,https://energie-suedwest.de,B,,51 % Anteil Enovos Deutschland SE,,,,,,,,
,Energie- und Medienversorgung Schwarza GmbH,https://www.tws-waerme.de/leistungsangebot/stromtarife.html,nicht aktuell,,,,,A,X,,,,,,,,,
,Energie und Versorgung Butzbach GmbH,https://www.evb-butzbach.de/de/Energie-Wasser/Strom/Stromkennzeichnung/,,Himmrichsweg 2,35510,Butzbach,https://www.evb-butzbach.de,A,X,,,,,,,,,
,Energie und Wasser Potsdam GmbH,https://www.swp-potsdam.de/de/energie/strom/ewp-potsdamstrom/,,Steinstr. 101,14480,Potsdam,https://www.swp-potsdam.de,A,X,,,,,,,,,
,Energie und Wasserversorgung Aktiengesellschaft Kamenz,https://ewagkamenz.de/strom-news/service/strom-energietraegermix,,,,,,A,X,,,,,,,,,
,Energie- und Wasserversorgung Altenburg GmbH,https://www.ewa-altenburg.de/files/157DCD9D7DA/Stromkennzeichnung%202016%20Ewa.pdf,,Franz-Mehring-Straße 6,4600,Altenburg,https://www.ewa-altenburg.de,A,X,,,,,,,,,
,Energie- und Wasserversorgung Bitz GmbH,https://www.ew-bitz.de/fileadmin/media/_downloads/ewb/downloads/Stromkennzeichnung_EWB_2017_quer_291018.pdf,,Goethestraße 91,72461,Albstadt,https://www.ew-bitz.de,A,X,,,,,,,,,
,Energie- und Wasserversorgung Bruchsal GmbH,https://www.stadtwerke-bruchsal.de/html/page.php?page_id=257,,,76646,Bruchsal,https://www.stadtwerke-bruchsal.de,A,X,,,,,,,,,
,Energie- und Wasserversorgung Bünde GmbH,https://www.ewb.aov.de/files/EWB/Download_Bereich_Homepage/Strom_und_Oekostrom/Stromkennzeichnung_2017_web.pdf,,Osnabrücker Str. 205,32257,Bünde,https://www.ewb.aov.de,A,X,,,,,,,,,
,Energie- und Wasserversorgung Kirchzarten GmbH,https://www.ewk-gmbh.de/produkte/strom/,nicht aktuell,Hauptstrasse 24,79199,Kirchzarten,https://www.ewk-gmbh.de/ewk,A,X,,,,,,,TÜV Nord,,
,Energie- und Wasserversorgung Rheine GmbH,https://www.stadtwerke-rheine.de/de/Service/Downloadcenter/,,Hafenbahn 10,48431,Rheine,https://www.stadtwerke-rheine.de,A,X,,,,,,,,,
,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co KG,https://www.ew-segeberg.de/strom/stromkennzeichnung/,,Am Wasserwerk 5,23795,Bad Segeberg,https://www.ew-segeberg.de/,RC,,,Mietstromangebot,,,,,KlimaInvest-Ökostrom,,
,Energie und Wasser Waldbröl GmbH,https://www.ew-waldbroel.de/service/downloads/,,Nümbrechter Straße 6,51545,Waldbröl,www.ew-waldbroel.de,B,,,,,,,,,OK Power,Tochterunternehmen der Stadt Waldbröl und der Stadtwerke Aachen AG (vertreibt Kohle-und Atomstrom)
,Energie- und Wasserwerke Bautzen GmbH,https://www.ewbautzen.de/privatkunden/strom/energietraegermix/,,Schäfferstraße 44,2625,Bautzen,https://www.ewbautzen.de,A,X,,,,,,,,,
,Energieversorgung Alzenau GmbH,https://www.eva-alzenau.de/_Resources/Persistent/64a5fbeddcfd4ceac911cc707f19c93d77dc596b/Strommix-2017-EVA-Alzenau.pdf,,,,,,A,X,,,,,,,,,
,Energieversorgung Apolda GmbH,https://evapolda.de/energietraegermix.html,,,,,,A,X,,,,,,,,,
,Energieversorgung Bad Bentheim GmbH & Co. KG,https://www.bentheim-energie.de/de/strom44/,,Schloßstraße 2a,48455,Bad Bentheim,https://www.bentheim-energie.de,A,X,,,,,,,,,
,Energieversorgung Bad Boll GmbH,https://www.energie-bollwerk.de/de/privatkunden/stromkennzeichnung.html,,Eybstraße 98 - 102,73312,Geislingen,https://www.energie-bollwerk.de,A,X,,,,,,,,x,
,Energieversorgung Beckum GmbH & Co. KG,https://www.evb-beckum.de/strom/stromkennzeichnung#,,,,,,A,X,,,,,,,,,
,Energieversorgung Buching-Trauchgau GmbH,http://www.ebt-halblech.de/content/view/38/49/,nicht aktuell,Lechbrucker Str. 4,87642,Halblech,https://www.ebt-halblech.de,A,X,,,,,,,,,
,Energieversorgung Dahlenburg-Bleckede AG,https://www.evdbag.de/veroeffentlichungen.html?file=files/medien/downloads/veroeffentlichungen/evdb/stromkennzeichnung/EVDB.AG_Stromkennzeichnung%202018.pdf,,Lüneburger Straße 21,21368,Dahlenburg,https://www.evdbag.de,A,X,,,,,,,,,
,Energieversorgung Filstal GmbH & Co. KG,https://www.evf.de/bilder-dateien/energie/strom/stromkennzeichnung-2018/stromkennzeichnung-evf-2017.png,,Großeislinger Str. 30,73033,Göppingen,https://www.evf.de,A,X,,,,,,,,,
,Energieversorgung Gaildorf OHG,https://www.ev-gaildorf.de/fileadmin/images/content/pdf/Strommix/EVG_Stromkennzeichnung_2017.pdf,,Burg 2,74405,Gaildorf - Unterrot,https://www.ev-gaildorf.de,A,X,,,,,,,,,
,Energieversorgung Gemünden GmbH,https://www.evg-gemuenden.de/faq/#1470326428034-c7fd9122-c175,nicht aktuell,,,,,A,X,,,,,,,,,
,Energieversorgung Gera GmbH,https://www.energieversorgung-gera.de/privatkunden/strom/stromtarife/stromkennzeichnung.html,nicht aktuell,De-Smit-Straße 18,7545,Gera,https://www.energieversorgung-gera.de,A,X,,,,,,,,,
,Energieversorgung Greiz GmbH,https://www.evgreiz.de/assets/downloads/Stromkennzeichnung-2018-Homepage.pdf,,Mollbergstraße 20,7973,Greiz,https://www.evgreiz.de,A,X,,,,,,,,,
,Energieversorgung Guben GmbH,https://www.ev-guben.de/downloads/Stromkennzeichnung_2017_26.10.2018.pdf,,,,,,A,X,,,,,,,,,
,Energieversorgung Inselsberg GmbH,https://www.evi-energy.de/de/Energiemix.pdf,,,,,,A,X,,,,,,,,,
,Energieversorgung Klettgau-Rheintal GmbH & Co. KG,https://www.evkr-gmbh.de/haushaltskunden/energietraegermix/,FEHLER fehlerhafte Kennzeichnung,,,,,A,X,,,,,,,,,
,Energieversorgung Kranenburg GmbH,http://www.ev-kranenburg.de/info-service/downloads/,,,,,,A,X,,,,,,,,,
,Energieversorgung Lenningen GmbH,https://www.ev-lenningen.de/de/privatkunden/stromkennzeichnung.html,,Eybstraße 98 - 102,73252,Lenningen,https://www.ev-lenningen.de,A,X,,,,,,,,,
,Energieversorgung Leverkusen GmbH & Co. KG,https://www.evl-gmbh.de/stromkennzeichnung.aspx,,Overfeldweg 23,51371,Leverkusen,https://www.evl-gmbh.de,A,X,,,,,,,,,
,Energieversorgung Limburg GmbH,https://www.evl.de/strom/stromkennzeichnung/,,Ste.-Foy-Straße 36,65549,Limburg an der Lahn,https://www.evl.de,A,X,,,,,,,,,
,Energieversorgung Lohr-Karlstadt und Umgebung GmbH,https://www.die-energie.de/produkte/strom/agbs-strominfos/,nicht aktuell,Zum Helfenstein 4 - 6,97753,Karlstadt,https://www.die-energie.de,A,X,,,,,,,,,
,Energieversorgung Mainhardt Wüstenrot GmbH & Co. KG,http://www.emw-energie.de/strom.html,,Hauptstraße 1,74535,Mainhardt,http://www.emw-energie.de,?,,Beteiligung der Stadtwerke Schwäbisch Hall -bietet nicht nur ökostrom an,,,X,,,,,
,Energieversorgung Main-Spessart GmbH,https://www.energieversorgung-mainspessart.de/privatkunden/stromkennzeichnung/,nicht aktuell,Boschweg 9,63741,Aschaffenburg,https://www.energieversorgung-mainspessart.de,A,X,,,,,,,,,
,Energieversorgung Marienberg GmbH,https://www.energie-marienberg.de/stromkennzeichnung.html,,,,,,A,X,,,,,,,,,
,Energieversorgung Michelfeld GmbH,http://web80001.web80.serverdienst.net/verantwortung.html,,,,,http://web80001.web80.serverdienst.net,B,,"Anteil Stadtwerke Schwäbisch Hall 47,6 %",,,,,,,,
,Energieversorgung Mittelrhein AG,https://www.evm.de/evm/Homepage/Privatkunden/Strom/,,Ludwig-Erhard-Str. 8,56073,Koblenz,https://www.energieversorgung-mainspessart.de,A,X,,,,,,,,,
,Energieversorgung Münchberg-Schwarzenbach/Saale GmbH & Co.KG,https://www.stadtwerke-muenchberg.de/fileadmin/dateien/strom/Stromkennzeichnung_2017.pdf,,Mühlgasse 5,95213,Münchberg,https://www.stadtwerke-muenchberg.de,A,X,,,,,,,,,
,Energieversorgung Nordhausen GmbH,https://www.energie-nordhausen.de/de/Strom/Stromkennzeichnung/,,Straße der Genossenschaften 93,99734,Nordhausen,https://www.energie-nordhausen.de/,A,X,,,,,,,,,
,Energieversorgung Oberes Wiesental GmbH,http://www.eow-todtnau.de/editor/file/Strom/181107_Stromk.2017.pdf,FEHLER mit EEG,Meinrad-Thoma-Straße 8a,79674,Todtnau,https://www.eow-todtnau.de/,A,,Beteiligung badenova mit 24 % (Vertreibt auch normal-Strom),,,X,,,,,
,Energieversorgung Oberhausen AG,https://www.evo-energie.de/produkte/privatkunden/strom.html,,Danziger Straße 31,46045,Oberhausen,https://www.evo-energie.de,A,X,,,,,,,,,
,Energieversorgung Oberstdorf GmbH,https://tramino.s3.amazonaws.com/s/gemeindewerke-oberstdorf/892400/energiemix-basis2017-allgustrom-partner-evo.pdf,,Nebelhornstraße 51-53,87561,Oberstdorf,http://www.gemeindewerke-oberstdorf.de,A,X,,,,,,,,,
,Energieversorgung Offenbach AG,https://www.evo-ag.de/angebote-und-tarife/privatkunden/strom/stromkennzeichnung/,,Andréstraße 71,63067,Offenbach,https://www.evo-ag.de,A,X,,,,,,,,,
,Energieversorgung Ottobrunn GmbH,https://www.ev-ottobrunn.de/strom/stromkennzeichnung/,nicht aktuell,,,,,A,X,,,,,,,,,
,Energieversorgung Oy-Kressen e.G.,https://evok-oy.de/web/index.php?show=6&nav_punkt=Stromkennzeichnung&unter_nav_punkt=Startseite&id=1663,,Sonnenmulde 1,87466,Oy-Mittelberg,http://evok-oy.de/wordpress/,A,X,,,,,,,,,
,Energieversorgung Pirna GmbH,https://www.energie-pirna.de/de/Strom/Strom/Energietraegermix-2017.pdf,,,,,,A,X,,,,,,,,,
,Energieversorgung Rodau GmbH,https://www.ev-rodau.de/Navigation/Rodaustrom/,,Friedberger Straße 37,63110,Rodgau,https://www.ev-rodau.de/,RC,,Beteiligung von Maingau Energie GmbH - Verknüpft mit rhenag und Süwag energy,,,,,,TÜV Süd,,
,Energieversorgung Rudolstadt GmbH,https://www.ev-rudolstadt.de/produkte-preise/strom/,,Oststraße 18,7407,Rudolstadt,https://www.ev-rudolstadt.de,A,X,,,,,,,,,
,Energieversorgung Rupert Heider & Co. KG,https://www.heider-energie.de/energieversorgung/preise-vertraege/stromkennzeichnung,,,,,,A,X,,,,,,,,,
,Energieversorgung Rüsselsheim GmbH,https://www.stadtwerke-ruesselsheim.de/stromkennzeichnung,,Walter-Flex-Straße 74,65428,Rüsselsheim,https://www.stadtwerke-ruesselsheim.de,A,X,,,,,,,,,
,Energieversorgung Schmid,http://www.evuschmid.de/Home,nicht vorhanden,Mühlenstraße 44,83417,Kirchanschöring,http://www.evuschmid.de,A,X,,,,,,,,x,
,Energieversorgung Sehnde GmbH,https://www.energieversorgung-sehnde.de/strom/stromkennzeichnung/,,Nordstraße 19,31319,Sehnde,https://www.energieversorgung-sehnde.de,A,X,,,,,,,,,
,Energieversorgung Selb-Marktredwitz GmbH,https://www.esm-selb.de/fileadmin/speciality_distribution/public/images/esm/desktop/produkte/strom/download/ESM_Stromkennzeichnung_Grafik_2017.pdf,,,,,,A,X,,,,,,,,,
,Energieversorgung Südbaar GmbH & Co.KG,https://www.esb-energie.de/ceasy/modules/resources/main.php?id=1265-2&download=1,FEHLER mit EEG,Leo-Wohleb-Str. 3,78176,Blumberg,https://www.esb-energie.de,A,X,,,,,,,,,
,Energieversorgung Sylt GmbH,https://www.energieversorgung-sylt.de/fileadmin/Content/EVS-Energietraegermix2017.JPG,,Friesische Str. 53,25980,Westerland,https://www.energieversorgung-sylt.de,RC,,Beteiligung: KOM9 und Thüga Erneuerbare Energien,,,,,,TÜV Nord,,
,Energieversorgung Titisee-Neustadt GmbH,"https://www.ev-tn.de/pb/evtn,Lde/Home/evtn+Vertrieb/Stromherkunft.html",,Gutachstr. 13,79822,Titisee-Neustadt,https://www.ev-tn.de,R,,Grundversorger im Netz ist Energiedienst / Naturenergie ,?,,,,,TÜV Nord-Geprüfter Ökostrom,Kooperation mit EWS Schönau,
,Energieversorgung Trossingen GmbH,http://www.swtro.de/privatkunden/oekostrom/strommix.html?L=0%2527A%253D0,,Bahnhofstraße 9,78647,Trossingen,http://www.swtro.de,D?,,Partner Energiedienst / Naturenergie ,,,,,,"Grüner Strom Gold, TÜV Süd EE",,
,energieversprechen.de - eine Marke der Stadtwerke Troisdorf,https://www.energieversprechen.de/versprechen/,,Poststr. 105,53840,Troisdorf,https://www.energieversprechen.de,R,,,?,,,,,RenewablePLUS,,
,Energie von nebenan - eine Marke der Stadtwerke Herne AG,https://www.energie-von-nebenan.de/oekostrom/stromkennzeichnung.html,,,,,,A,X,,,,,,,,,
,Energie Vorpommern GmbH,https://www.energie-vorpommern.de/strom/stromkennzeichnung/,,Wiesenweg 6,17449,Trassenheide,https://www.energie-vorpommern.de,A,X,,,,,,,,,
,Energie Waldeck-Frankenberg GmbH,https://www.ewf.de/produkte/strom/energiemix/,,Arolser Landstr. 27,34497,Korbach,https://www.ewf.de,A,X,,,,,,,,,
,Energiewerke Isernhagen GmbH,https://www.ewi-isernhagen.de/de/strom/veroeffentlichungspflichten/stromkennzeichnung.html,,Bothfelder Straße 31,30916,Isernhagen,https://www.ewi-isernhagen.de,A,X,,,,,,,,,
,Energiewerke Zeulenroda GmbH,https://www.energiewerke-zeulenroda-triebes.de/strom/stromkennzeichnung.html,,Lohweg 8,7937,Zeulenroda,https://www.energiewerke-zeulenroda-triebes.de/,A,X,,,,,,,,,
,Energiewerk Meckenheim,http://www.ewerk-meckenheim-pfalz.de/#nogo1,,Hauptstr. 58,67149,Meckenheim,http://www.ewerk-meckenheim-pfalz.de,A,X,,,,,,,,,
,Energiewerk Ortenau Energiegesellschaft GmbH & Co. KG,https://www.ewo-energie.de/,,,,,,A,X,,,,,,,,,
,Energie wie wir - eine Marke der swb Vertrieb Bremen GmbH,https://www.energie-wie-wir.de/service/haeufige-fragen/strom-wie-wir,nicht aktuell,,,,,A,X,,,,,,,,,
,energis GmbH,https://www.energis.de/produkte/strom/stromkennzeichnung_und_standard_stromverbrauch,,,,,,A,X,,,,,,,,,
,energy4u GmbH & Co. KG,https://www.energy4u.de/privatkunden/,,,,,https://www.energy4u.de/wer-sind-wir,B,,Kooperationsunternehmen zwischen der Stadt Siegburg und der rhenag,,,,,,,,
True,Energy Air GmbH,,,,,,https://www.energy-air.de,A,,X,,,,,,,,Absolut kein Ökostomanbieter
,enerSwitch - eine Marke der EWV Energie- und Wasser-Versorgung GmbH Stolberg,https://www.enerswitch.de/fileadmin/uploads/Enerswitch/Energiemix/Stromkennzeichnung_und_Zertifizierung.pdf,,,,,,A,X,,,,,,,,,
,enewa GmbH Energie + Wasser Wachtberg,https://www.enewa.de/produkte/strom/strommix/,,Am Wachtbergring 2a,53343,Wachtberg,https://www.enewa.de,R,,"STAWAG, Stadtwerke Aachen AG",,,,,,OKPower,,
,ENNI Energie & Umwelt Niederrhein GmbH,https://www.enni.de/energie-umwelt/privatkunden/strom/stromkennzeichnung/,,Uerdinger Straße 31,47441,Moers,https://www.enni.de,A,X,,,,,,,,,
,enno energie GmbH,https://www.enno-energie.de/ueber-uns/,,Keffelker Straße 27,59929,59929,https://www.enno-energie.de,R,,,?,,,,,KlimaInvest-ÖkostromRE,,
,ENPURE - eine Marke der Vattenfall Real Estate Energy Sales GmbH,https://www.enpure.de/apis/document/35af7b00-eba2-4645-be9c-eb29a5e200a6,,,,,,A,X,,,,,,,,,
,enQu GmbH,https://enqu.de/sites/default/files/2018-10/enqu_stromkennzeichnung2017_download.pdf,,Speckenbeker Weg 130,24113,Kiel,https://www.enqu.de,A,X,,,,,,,,,
,ENRW Energieversorgung Rottweil GmbH & Co. KG,https://www.enrw.de/ceasy/modules/resources/main.php?id=1194-1&download=1,,In der Au 5,78628,Rottweil,https://www.enrw.de,A,X,,,,,,,,,
,ENSO Energie Sachsen Ost AG,https://enso.de/wps/portal/enso/cms/menu_main/produkte-zuhause/strom,,Friedrich-List-Platz 2,1069,Dresden,https://enso.de,A,X,,,,,,,,,
,Enspire Energie - eine Marke der Stadtwerke Konstanz GmbH,https://www.enspire-energie.de/public/uploads/2018/11/enspire-stromkennzeichnung.pdf,FEHLER mit EEG,Max-Stromeyer-Straße 21-29,78467,Konstanz,https://www.enspire-energie.de,X,,,X,,,,,"Grüner Strom, Ecotopten",,
,ENSTROGA AG,https://www.enstroga.de/enstroga/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,ENTEGA Energie GmbH,https://www.entega.de/stromkennzeichnung/?type=1,,Frankfurter Str. 100,64293,Darmstadt,https://www.entega.de,A,X,,,,,,,,,
,envia Mitteldeutsche Energie AG,https://www.enviam.de/privatkunden/StromfuerdenHaushalt/kundeninformationen/stromkennzeichnung#,,Chemnitztalstraße 13,9114,Chemnitz,https://www.enviam.de,A,X,,,,,,,,,
,envitra - eine Marke der DEG Deutsche Energie GmbH,https://envitra.de/strom/stromkennzeichnung/,,,,,,?,,,,,,,,,,Insolvent?
,enwag energie- und wassergesellschaft mbH,https://www.enwag.de/stromkennzeichnung,,Hermannsteiner Straße 1,35576,Wetzlar,https://www.enwag.de,A,X,,,,,,,,,
,enwor - energie & wasser vor ort GmbH,https://www.enwor.de/de/Produkte/Strom/Stromkennzeichnung.pdf,,Kaiserstraße 86,52134,Herzogenrath,https://www.enwor.de,A,X,,,,,,,,,
,eprimo GmbH,https://www.eprimo.de/neuer-kunde/strom/stromtarife,nicht aktuell,Flughafenstrasse 20,63263,Neu-Isenburg,https://www.eprimo.de/,A,X,,,,,,,,,
,Erdgas Mittelsachsen GmbH,https://www.e-ms.de/,nicht vorhanden,,,,,A,X,,,,,,,,,
,Erdgas Schwaben GmbH,https://www.erdgas-schwaben.de/files/erdgas-schwaben/downloads/privatkunden/strom/schwaben%20strom%20waerme/Stromkennzeichnung_2018_quer_weiss.pdf,,,,,,A,X,,,,,,,,,
,Erdgas Südwest GmbH,https://www.erdgas-suedwest.de/strom/nat%C3%BCrlichstrom-regio?file=files/produkte/natuerlichstrom-regio-Stromkennzeichnung.pdf,,,,,,A,X,,,,,,,,,
,e-regio GmbH & Co. KG,https://www.e-regio.de/fileadmin/download/Strom/Vertrieb/Stromkennzeichnung_2018.pdf,,Rheinbacher Weg 10,53881,Euskirchen,https://www.e-regio.de,RC,,"Anteilseigner: rhenag Rheinische Energie AG, Köln",?,,,,,ASEW  ,,
,Erhard Bürk-Kauffmann GmbH,https://www.buerk-kauffmann.de/index.html,nicht vorhanden,Neuffenstraße 27-29,78056,Villingen-Schwenningen,https://www.buerk-kauffmann.de,A,X,,,,,,,,?,
,Erlanger Stadtwerke AG,https://www.estw.de/erlangenGips/Gips?SessionMandant=Erlangen&Anwendung=CMSWebpage&Methode=ShowHTMLAusgabe&RessourceID=741083&WebPublisher.NavId=741081,,Äußere Bruckstr. 33,91052,Erlangen,https://www.estw.de,A,X,,,,,,,,,
,ErmstalEnergie Dettingen an der Erms GmbH & CO. KG,https://www.ermstalenergie.de/privat-gewerbekunden/ermstalstrom-natur/mehr-infos-zu-ermstalstrom-natur/stromkennzeichnung.html,nicht aktuell,,,,,A,X,,,,,,,,,
,e-rp GmbH,https://www.e-rp.de/de/Privatkunden/Strom/Mitteilungspflichten/Stromkennzeichnung/ERP-Preisblaetter-Strom-Stromkennzeichnung-171106-WEB.pdf,,,,,,A,X,,,,,,,,,
True,ESDG Energie-Service Dienstleistungsgesellschaft mbH,,,,,,https://www.esdg.de/web/Downloads,A,,,,,,,,,,die ESDG kümmert sich speziell um die Energieversorgung von kirchlichen und sozialen Einrichtungen in ganz Deutschland
,ESWE Versorgungs AG,https://www.eswe.com/fileadmin/user_upload/images/stromkennzeichnung2017.png,,Konradinerallee 25,65189,Wiesbaden,https://www.eswe-versorgung.de,A,X,,,,,,,,,
,EUROGATE Technical Services GmbH,http://www1.eurogate.de/Leistungen/Hafentechnik/(tab)/1752,nicht aktuell,,,,,A,X,,,,,,,,,
,evd energieversorgung Dormagen GmbH,https://www.evd-dormagen.de/dormagenGips/evd-Dormagen/evd-dormagen.de_Relaunch2012/Produkte/Strom/Service-Ratgeber-Strom/Stromkennzeichnung/diagramm-2017.pdf,,Mathias-Giesen-Straße 13,41540,Dormagen,https://www.evd-dormagen.de,A,X,,,,,,,,,
,EVE EnergieVersorgung Elbtalaue GmbH,https://www.eve-dan.de/energieversorgung/strom/produkte-preise/,FEHLER fehlerhafte Kennzeichnung,,,,,A,X,,,,,,,,,
,EVH GmbH,https://evh.de/privatkunden/strom/strom/stromkennzeichnung,,Bornknechtstr. 5,6108,Halle,https://evh.de,A,X,,,,,,,,,
,EVI Energieversorgung Hildesheim GmbH & Co. KG,https://www.evi-hildesheim.de/strommix,,,,,,A,X,,,,,,,,,
,EVI Energieversorgung Ihmert GmbH & Co KG,http://www.stadtwerke-hemer.de/de/Strom/Stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,evon Energie - Eine Marke der EVO Vertrieb GmbH,https://www.evon-energie.de/service/energiemix-stromherkunft/,nicht aktuell,,,,,A,X,,,,,,,,,
,EVS Energieversorgung Schmalkalden GmbH,http://www.energie-schmalkalden.de/stromkennzeichnung-gem-42-energiewirtschaftsgesetz/,,,,,,A,X,,,,,,,,,
,EVU Langenpreising,https://www.vg-wartenberg.de/langenpreising/evu-stromvertrieb/stromkennzeichnung,nicht aktuell,,,,,A,X,,,,,,,,,
,EVU Markt Kipfenberg,http://www.evu-kipfenberg.de/Stromkennzeichnung,nicht aktuell,,,,,A,X,,,,,,,,,
,EVU Späth e.K,https://sowa-strom.de/download/an5upo77u62sbn43p5f01dun23u/Stromkennzeichnung_Spaeth_2017.pdf,,,,,,A,X,,,,,,,,,
,E-Werke Haniel Haimhausen OHG,https://www.oekostrom-bayern.de/oekostrom/oekostrom-mix/,,Dachauer Straße 4 a,85778,Haimhausen,https://www.oekostrom-bayern.de/,R,,,?,,,,,KlimaInvest-Ökostrom,,
