Lichtblick Liste,RoWo Liste,Firmenname,Erneuerbare Energien 2,Link Stromkennzeichnung,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,,ener.my GmbH,28.03%,https://enermy.de/media/Stromkennzeichnung.pdf,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,
True,True,enercity AG,40.15%,https://www.enercity.de/infothek/downloads/pflichtveroeffentlichungen/skz-oekostrom-pk-gk-11-18.pdf,,Ihmeplatz 2,30449,Hannover,https://www.enercity.de,A,,,,,,,,,,
True,,eneREGIO GmbH,0.25%,https://www.eneregio.com/wp-content/uploads/2018/10/Strommix-f%C3%BCr-das-Bezugsjahr-2017-g%C3%BCltig-ab-01.11.2018.pdf,,,,,,,,,,,,,,,,
True,,Energie Aktiengesellschaft Iserlohn,16.09%,https://www.energie-ag.de/de/Fussnavigation/Stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,Energie Calw GmbH,11.25%,https://www.encw.de/wissenswertes-fuer-privatkunden/,,,,,,,,,,,,,,,,
True,True,Energiedienst AG,56.60%,https://www.naturenergie.de/fileadmin/naturenergie/Strommkennzeichen/ED_Stromkennzeichnungen2019.pdf,,Schönenbergerstr. 10,79618,Rheinfelden,https://www.naturenergie.de,A,,,,,,,,,,
True,True,Energiegenossenschaft für Wittmund eG,7.01%,https://www.eg-wittmund.de/index.php?rex_media_type=download&rex_media_file=/media/stromkennzeichnung_2019.pdf,,Aseler-Str. 10,26409,Wittmund,https://www.eg-wittmund.de,A,,,,,,,,,,
True,True,Energie-Gesellschaft Unterkirnach mbH,5.73%,http://www.egu-strom.de/fileadmin/Dateien/EGU_Strom/Dateien/EGU_Stromkennzeichnung_2018.pdf,,Hauptstraße 5,78089,Unterkirnach,https://www.egu-strom.de,A,,,,,,,,,,
True,True,energieGUT GmbH,46.07%,https://www.energiegut.de/stromkennzeichnung/,,Bungertstr. 27,47053,Duisburg,https://www.energiegut.de,A,,,,,,,,,,
True,True,energiehoch3 GmbH,7.22%,https://www.energiehoch3.de/strom/stromkennzeichnung/,FEHLER Umweltbelastungen,Ostring 28,44787,Bochum,https://www.energiehoch3.de,A,,,,,,,,,,
True,,Energie Rellingen - eine Marke der Stadtwerke Elmshorn,64.51%,https://www.energie-rellingen.de/de/Startseite/Energie-in-Rellingen-zu-Hause.html#strom,,,,,,,,,,,,,,,,
True,True,Energie Rhein-Sieg GmbH,100.00%,http://www.energie-rhein-sieg.de/stromkennzeichnung.html,,Südstraße 27,53757,Sankt Augustin,https://www.energie-rhein-sieg.de/,B,,Tochter Unternehmen stadtwerke-hall.de,,,X,,,,,
True,,ENERGIERIED GmbH & Co. KG,5.10%,https://www.energieried.de/strom/,,,,,,,,,,,,,,,,
True,,Energie SaarLorLux AG,0.00%,https://www.energie-saarlorlux.com/,nicht vorhanden,,,,,,,,,,,,,,,
True,,Energie Sachsenheim GmbH & Co. KG,0.00%,https://energie-sachsenheim.de/privatkunden/strom/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Energie Südbayern GmbH,0.00%,https://www.esb.de/geschaeftskunden/stromprodukte/gewerbekunden/,,Ungsteiner Straße 31,81539,München,https://www.esb.de,A,,,,,,,,,,
True,True,EnergieSüdwest Aktiengesellschaft,100.00%,https://www.energie-suedwest.de/wp-content/uploads/2018/10/stromkennzeichnung_esw_ag_10_18_lj-2017.pdf,,Industriestr. 18,76829,Landau,https://energie-suedwest.de,B,,51 % Anteil Enovos Deutschland SE,,,,,,,,
True,,Energie- und Medienversorgung Schwarza GmbH,0.00%,https://www.tws-waerme.de/leistungsangebot/stromtarife.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,Energie und Versorgung Butzbach GmbH,0.00%,https://www.evb-butzbach.de/de/Energie-Wasser/Strom/Stromkennzeichnung/,,Himmrichsweg 2,35510,Butzbach,https://www.evb-butzbach.de,A,,,,,,,,,,
True,True,Energie und Wasser Potsdam GmbH,23.18%,https://www.swp-potsdam.de/de/energie/strom/ewp-potsdamstrom/,,Steinstr. 101,14480,Potsdam,https://www.swp-potsdam.de,A,,,,,,,,,,
True,,Energie und Wasserversorgung Aktiengesellschaft Kamenz,2.55%,https://ewagkamenz.de/strom-news/service/strom-energietraegermix,,,,,,,,,,,,,,,,
True,True,Energie- und Wasserversorgung Altenburg GmbH,1.49%,https://www.ewa-altenburg.de/files/157DCD9D7DA/Stromkennzeichnung%202016%20Ewa.pdf,,Franz-Mehring-Straße 6,4600,Altenburg,https://www.ewa-altenburg.de,A,,,,,,,,,,
True,True,Energie- und Wasserversorgung Bitz GmbH,6.34%,https://www.ew-bitz.de/fileadmin/media/_downloads/ewb/downloads/Stromkennzeichnung_EWB_2017_quer_291018.pdf,,Goethestraße 91,72461,Albstadt,https://www.ew-bitz.de,A,,,,,,,,,,
True,True,Energie- und Wasserversorgung Bruchsal GmbH,19.14%,https://www.stadtwerke-bruchsal.de/html/page.php?page_id=257,,,76646,Bruchsal,https://www.stadtwerke-bruchsal.de,A,,,,,,,,,,
True,True,Energie- und Wasserversorgung Bünde GmbH,7.01%,https://www.ewb.aov.de/files/EWB/Download_Bereich_Homepage/Strom_und_Oekostrom/Stromkennzeichnung_2017_web.pdf,,Osnabrücker Str. 205,32257,Bünde,https://www.ewb.aov.de,A,,,,,,,,,,
True,True,Energie- und Wasserversorgung Kirchzarten GmbH,0.00%,https://www.ewk-gmbh.de/produkte/strom/,nicht aktuell,Hauptstrasse 24,79199,Kirchzarten,https://www.ewk-gmbh.de/ewk,R,,,,,,,,TÜV Nord,,
True,True,Energie- und Wasserversorgung Rheine GmbH,5.82%,https://www.stadtwerke-rheine.de/de/Service/Downloadcenter/,,Hafenbahn 10,48431,Rheine,https://www.stadtwerke-rheine.de,A,,,,,,,,,,
True,True,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co KG,100.00%,https://www.ew-segeberg.de/strom/stromkennzeichnung/,,Am Wasserwerk 5,23795,Bad Segeberg,https://www.ew-segeberg.de/,R?,,,?,,,,,KlimaINVEST,,
True,,Energie und Wasser Waldbröl GmbH,100.00%,https://www.ew-waldbroel.de/service/downloads/,,,,,,,,,,,,,,,,
True,True,Energie- und Wasserwerke Bautzen GmbH,2.13%,https://www.ewbautzen.de/privatkunden/strom/energietraegermix/,,Schäfferstraße 44,2625,Bautzen,https://www.ewbautzen.de,A,,,,,,,,,,
True,,Energieversorgung Alzenau GmbH,0.42%,https://www.eva-alzenau.de/_Resources/Persistent/64a5fbeddcfd4ceac911cc707f19c93d77dc596b/Strommix-2017-EVA-Alzenau.pdf,,,,,,,,,,,,,,,,
True,,Energieversorgung Apolda GmbH,0.00%,https://evapolda.de/energietraegermix.html,,,,,,,,,,,,,,,,
True,True,Energieversorgung Bad Bentheim GmbH & Co. KG,64.97%,https://www.bentheim-energie.de/de/strom44/,,Schloßstraße 2a,48455,Bad Bentheim,https://www.bentheim-energie.de,A,,,,,,,,,,
True,True,Energieversorgung Bad Boll GmbH,39.49%,https://www.energie-bollwerk.de/de/privatkunden/stromkennzeichnung.html,,Eybstraße 98 - 102,73312,Geislingen,https://www.energie-bollwerk.de,A,,,,,,,,,x,
True,,Energieversorgung Beckum GmbH & Co. KG,0.00%,https://www.evb-beckum.de/strom/stromkennzeichnung#,,,,,,,,,,,,,,,,
True,True,Energieversorgung Buching-Trauchgau GmbH,0.00%,http://www.ebt-halblech.de/content/view/38/49/,nicht aktuell,Lechbrucker Str. 4,87642,Halblech,https://www.ebt-halblech.de,?,x,,,,,,,,,
True,True,Energieversorgung Dahlenburg-Bleckede AG,74.73%,https://www.evdbag.de/veroeffentlichungen.html?file=files/medien/downloads/veroeffentlichungen/evdb/stromkennzeichnung/EVDB.AG_Stromkennzeichnung%202018.pdf,,Lüneburger Straße 21,21368,Dahlenburg,https://www.evdbag.de,A,,,,,,,,,,
True,True,Energieversorgung Filstal GmbH & Co. KG,47.47%,https://www.evf.de/bilder-dateien/energie/strom/stromkennzeichnung-2018/stromkennzeichnung-evf-2017.png,,Großeislinger Str. 30,73033,Göppingen,https://www.evf.de,A,,,,,,,,,,
True,True,Energieversorgung Gaildorf OHG,4.03%,https://www.ev-gaildorf.de/fileadmin/images/content/pdf/Strommix/EVG_Stromkennzeichnung_2017.pdf,,Burg 2,74405,Gaildorf - Unterrot,https://www.ev-gaildorf.de,A,,,,,,,,,,
True,,Energieversorgung Gemünden GmbH,0.00%,https://www.evg-gemuenden.de/faq/#1470326428034-c7fd9122-c175,nicht aktuell,,,,,,,,,,,,,,,
True,True,Energieversorgung Gera GmbH,0.00%,https://www.energieversorgung-gera.de/privatkunden/strom/stromtarife/stromkennzeichnung.html,nicht aktuell,De-Smit-Straße 18,7545,Gera,https://www.energieversorgung-gera.de,A,,,,,,,,,,
True,True,Energieversorgung Greiz GmbH,0.38%,https://www.evgreiz.de/assets/downloads/Stromkennzeichnung-2018-Homepage.pdf,,Mollbergstraße 20,7973,Greiz,https://www.evgreiz.de,A,,,,,,,,,,
True,,Energieversorgung Guben GmbH,0.00%,https://www.ev-guben.de/downloads/Stromkennzeichnung_2017_26.10.2018.pdf,,,,,,,,,,,,,,,,
True,,Energieversorgung Inselsberg GmbH,1.64%,https://www.evi-energy.de/de/Energiemix.pdf,,,,,,,,,,,,,,,,
True,,Energieversorgung Klettgau-Rheintal GmbH & Co. KG,0.00%,https://www.evkr-gmbh.de/haushaltskunden/energietraegermix/,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,
True,,Energieversorgung Kranenburg GmbH,95.67%,http://www.ev-kranenburg.de/info-service/downloads/,,,,,,,,,,,,,,,,
True,True,Energieversorgung Lenningen GmbH,22.51%,https://www.ev-lenningen.de/de/privatkunden/stromkennzeichnung.html,,Eybstraße 98 - 102,73252,Lenningen,https://www.ev-lenningen.de,A,,,,,,,,,,
True,True,Energieversorgung Leverkusen GmbH & Co. KG,11.93%,https://www.evl-gmbh.de/stromkennzeichnung.aspx,,Overfeldweg 23,51371,Leverkusen,https://www.evl-gmbh.de,A,,,,,,,,,,
True,True,Energieversorgung Limburg GmbH,78.13%,https://www.evl.de/strom/stromkennzeichnung/,,Ste.-Foy-Straße 36,65549,Limburg an der Lahn,https://www.evl.de,A,,,,,,,,,,
True,True,Energieversorgung Lohr-Karlstadt und Umgebung GmbH,0.00%,https://www.die-energie.de/produkte/strom/agbs-strominfos/,nicht aktuell,Zum Helfenstein 4 - 6,97753,Karlstadt,https://www.die-energie.de,A,,,,,,,,,,
True,True,Energieversorgung Mainhardt Wüstenrot GmbH & Co. KG,100.00%,http://www.emw-energie.de/strom.html,,Hauptstraße 1,74535,Mainhardt,http://www.emw-energie.de,?,,Beteiligung der Stadtwerke Schwäbisch Hall -bietet nicht nur ökostrom an,,,X,,,,,
True,True,Energieversorgung Main-Spessart GmbH,0.00%,https://www.energieversorgung-mainspessart.de/privatkunden/stromkennzeichnung/,nicht aktuell,Boschweg 9,63741,Aschaffenburg,https://www.energieversorgung-mainspessart.de,A,,,,,,,,,,
True,,Energieversorgung Marienberg GmbH,29.09%,https://www.energie-marienberg.de/stromkennzeichnung.html,,,,,,,,,,,,,,,,
True,,Energieversorgung Michelfeld GmbH,100.00%,http://web80001.web80.serverdienst.net/verantwortung.html,,,,,,,,,,,,,,,,
True,True,Energieversorgung Mittelrhein AG,36.27%,https://www.evm.de/evm/Homepage/Privatkunden/Strom/,,Ludwig-Erhard-Str. 8,56073,Koblenz,https://www.energieversorgung-mainspessart.de,A,,,,,,,,,,
True,True,Energieversorgung Münchberg-Schwarzenbach/Saale GmbH & Co.KG,0.85%,https://www.stadtwerke-muenchberg.de/fileadmin/dateien/strom/Stromkennzeichnung_2017.pdf,,Mühlgasse 5,95213,Münchberg,https://www.stadtwerke-muenchberg.de,A,,,,,,,,,,
True,True,Energieversorgung Nordhausen GmbH,5.23%,https://www.energie-nordhausen.de/de/Strom/Stromkennzeichnung/,,Straße der Genossenschaften 93,99734,Nordhausen,https://www.energie-nordhausen.de/,A,,,,,,,,,,
True,True,Energieversorgung Oberes Wiesental GmbH,100.00%,http://www.eow-todtnau.de/editor/file/Strom/181107_Stromk.2017.pdf,FEHLER mit EEG,Meinrad-Thoma-Straße 8a,79674,Todtnau,https://www.eow-todtnau.de/,A,,Beteiligung badenova mit 24 % (Vertreibt auch normal-Strom),,,X,,,,,
True,True,Energieversorgung Oberhausen AG,6.79%,https://www.evo-energie.de/produkte/privatkunden/strom.html,,Danziger Straße 31,46045,Oberhausen,https://www.evo-energie.de,A,,,,,,,,,,
True,True,Energieversorgung Oberstdorf GmbH,5.31%,https://tramino.s3.amazonaws.com/s/gemeindewerke-oberstdorf/892400/energiemix-basis2017-allgustrom-partner-evo.pdf,,Nebelhornstraße 51-53,87561,Oberstdorf,http://www.gemeindewerke-oberstdorf.de,A,,,,,,,,,,
True,True,Energieversorgung Offenbach AG,15.92%,https://www.evo-ag.de/angebote-und-tarife/privatkunden/strom/stromkennzeichnung/,,Andréstraße 71,63067,Offenbach,https://www.evo-ag.de,A,,,,,,,,,,
True,,Energieversorgung Ottobrunn GmbH,0.00%,https://www.ev-ottobrunn.de/strom/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Energieversorgung Oy-Kressen e.G.,22.08%,https://evok-oy.de/web/index.php?show=6&nav_punkt=Stromkennzeichnung&unter_nav_punkt=Startseite&id=1663,,Sonnenmulde 1,87466,Oy-Mittelberg,http://evok-oy.de/wordpress/,A,,,,,,,,,,
True,,Energieversorgung Pirna GmbH,5.85%,https://www.energie-pirna.de/de/Strom/Strom/Energietraegermix-2017.pdf,,,,,,,,,,,,,,,,
True,,Energieversorgung Rodau GmbH,100.00%,https://www.ev-rodau.de/Navigation/Rodaustrom/,,,,,,,,,,,,,,,,
True,True,Energieversorgung Rudolstadt GmbH,0.61%,https://www.ev-rudolstadt.de/produkte-preise/strom/,,Oststraße 18,7407,Rudolstadt,https://www.ev-rudolstadt.de,A,,,,,,,,,,
True,,Energieversorgung Rupert Heider & Co. KG,0.42%,https://www.heider-energie.de/energieversorgung/preise-vertraege/stromkennzeichnung,,,,,,,,,,,,,,,,
True,True,Energieversorgung Rüsselsheim GmbH,74.95%,https://www.stadtwerke-ruesselsheim.de/stromkennzeichnung,,Walter-Flex-Straße 74,65428,Rüsselsheim,https://www.stadtwerke-ruesselsheim.de,A,,,,,,,,,,
True,True,Energieversorgung Schmid,0.00%,http://www.evuschmid.de/Home,nicht vorhanden,Mühlenstraße 44,83417,Kirchanschöring,http://www.evuschmid.de,?,,,,,,,,,x,
True,True,Energieversorgung Sehnde GmbH,8.07%,https://www.energieversorgung-sehnde.de/strom/stromkennzeichnung/,,Nordstraße 19,31319,Sehnde,https://www.energieversorgung-sehnde.de,A,,,,,,,,,,
True,,Energieversorgung Selb-Marktredwitz GmbH,0.59%,https://www.esm-selb.de/fileadmin/speciality_distribution/public/images/esm/desktop/produkte/strom/download/ESM_Stromkennzeichnung_Grafik_2017.pdf,,,,,,,,,,,,,,,,
True,True,Energieversorgung Südbaar GmbH & Co.KG,74.93%,https://www.esb-energie.de/ceasy/modules/resources/main.php?id=1265-2&download=1,FEHLER mit EEG,Leo-Wohleb-Str. 3,78176,Blumberg,https://www.esb-energie.de,A,,,,,,,,,,
True,True,Energieversorgung Sylt GmbH,100.00%,https://www.energieversorgung-sylt.de/fileadmin/Content/EVS-Energietraegermix2017.JPG,,Friesische Str. 53,25980,Westerland,https://www.energieversorgung-sylt.de,R?,,Beteiligung: KOM9 und Thüga Erneuerbare Energien,?,,,,,TÜV Nord,,
True,True,Energieversorgung Titisee-Neustadt GmbH,100.00%,"https://www.ev-tn.de/pb/evtn,Lde/Home/evtn+Vertrieb/Stromherkunft.html",,Gutachstr. 13,79822,Titisee-Neustadt,https://www.ev-tn.de,R?,,Strom auch von Energiedienst / Naturenergie ,?,,,,,TÜV Nord,,
True,True,Energieversorgung Trossingen GmbH,100.00%,http://www.swtro.de/privatkunden/oekostrom/strommix.html?L=0%2527A%253D0,,Bahnhofstraße 9,78647,Trossingen,http://www.swtro.de,R,,Partner Energiedienst / Naturenergie ,,,,,,TÜV Nord,,
True,True,energieversprechen.de - eine Marke der Stadtwerke Troisdorf,100.00%,https://www.energieversprechen.de/versprechen/,,Poststr. 105,53840,Troisdorf,https://www.energieversprechen.de,R?,,,?,,,,,RenewablePLUS,,
True,,Energie von nebenan - eine Marke der Stadtwerke Herne AG,34.28%,https://www.energie-von-nebenan.de/oekostrom/stromkennzeichnung.html,,,,,,,,,,,,,,,,
True,True,Energie Vorpommern GmbH,0.00%,https://www.energie-vorpommern.de/strom/stromkennzeichnung/,,Wiesenweg 6,17449,Trassenheide,https://www.energie-vorpommern.de,A,,,,,,,,,,
True,True,Energie Waldeck-Frankenberg GmbH,5.86%,https://www.ewf.de/produkte/strom/energiemix/,,Arolser Landstr. 27,34497,Korbach,https://www.ewf.de,A,,,,,,,,,,
True,True,Energiewerke Isernhagen GmbH,9.77%,https://www.ewi-isernhagen.de/de/strom/veroeffentlichungspflichten/stromkennzeichnung.html,,Bothfelder Straße 31,30916,Isernhagen,https://www.ewi-isernhagen.de,A,,,,,,,,,,
True,True,Energiewerke Zeulenroda GmbH,1.06%,https://www.energiewerke-zeulenroda-triebes.de/strom/stromkennzeichnung.html,,Lohweg 8,7937,Zeulenroda,https://www.energiewerke-zeulenroda-triebes.de/,A,,,,,,,,,,
True,True,Energiewerk Meckenheim,2.76%,http://www.ewerk-meckenheim-pfalz.de/#nogo1,,Hauptstr. 58,67149,Meckenheim,http://www.ewerk-meckenheim-pfalz.de,A,,,,,,,,,,
True,,Energiewerk Ortenau Energiegesellschaft GmbH & Co. KG,66.24%,https://www.ewo-energie.de/,,,,,,,,,,,,,,,,
True,,Energie wie wir - eine Marke der swb Vertrieb Bremen GmbH,0.00%,https://www.energie-wie-wir.de/service/haeufige-fragen/strom-wie-wir,nicht aktuell,,,,,,,,,,,,,,,
True,,energis GmbH,2.97%,https://www.energis.de/produkte/strom/stromkennzeichnung_und_standard_stromverbrauch,,,,,,,,,,,,,,,,
True,,energy4u GmbH & Co. KG,100.00%,https://www.energy4u.de/privatkunden/,,,,,,,,,,,,,,,,
True,,enerSwitch - eine Marke der EWV Energie- und Wasser-Versorgung GmbH Stolberg,4.90%,https://www.enerswitch.de/fileadmin/uploads/Enerswitch/Energiemix/Stromkennzeichnung_und_Zertifizierung.pdf,,,,,,,,,,,,,,,,
True,True,enewa GmbH Energie + Wasser Wachtberg,100.00%,https://www.enewa.de/produkte/strom/strommix/,,Am Wachtbergring 2a,53343,Wachtberg,https://www.enewa.de,R,,"STAWAG, Stadtwerke Aachen AG",,,,,,OKPower,,
True,True,ENNI Energie & Umwelt Niederrhein GmbH,40.34%,https://www.enni.de/energie-umwelt/privatkunden/strom/stromkennzeichnung/,,Uerdinger Straße 31,47441,Moers,https://www.enni.de,A,,,,,,,,,,
True,,enno energie GmbH,100.00%,https://www.enno-energie.de/ueber-uns/,,,,,,,,,,,,,,,,
True,,ENPURE - eine Marke der Vattenfall Real Estate Energy Sales GmbH,49.68%,https://www.enpure.de/apis/document/35af7b00-eba2-4645-be9c-eb29a5e200a6,,,,,,,,,,,,,,,,
True,True,enQu GmbH,28.24%,https://enqu.de/sites/default/files/2018-10/enqu_stromkennzeichnung2017_download.pdf,,Speckenbeker Weg 130,24113,Kiel,https://www.enqu.de,A,,,,,,,,,,
True,True,ENRW Energieversorgung Rottweil GmbH & Co. KG,4.88%,https://www.enrw.de/ceasy/modules/resources/main.php?id=1194-1&download=1,,In der Au 5,78628,Rottweil,https://www.enrw.de,A,,,,,,,,,,
True,True,ENSO Energie Sachsen Ost AG,9.88%,https://enso.de/wps/portal/enso/cms/menu_main/produkte-zuhause/strom,,Friedrich-List-Platz 2,1069,Dresden,https://enso.de,A,,,,,,,,,,
True,,Enspire Energie - eine Marke der Stadtwerke Konstanz GmbH,100.00%,https://www.enspire-energie.de/public/uploads/2018/11/enspire-stromkennzeichnung.pdf,FEHLER mit EEG,,,,,,,,,,,,,,,
True,,ENSTROGA AG,54.25%,https://www.enstroga.de/enstroga/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,ENTEGA Energie GmbH,81.64%,https://www.entega.de/stromkennzeichnung/?type=1,,Frankfurter Str. 100,64293,Darmstadt,https://www.entega.de,A,,,,,,,,,,
True,True,envia Mitteldeutsche Energie AG,8.85%,https://www.enviam.de/privatkunden/StromfuerdenHaushalt/kundeninformationen/stromkennzeichnung#,,Chemnitztalstraße 13,9114,Chemnitz,https://www.enviam.de,A,,,,,,,,,,
True,,envitra - eine Marke der DEG Deutsche Energie GmbH,100.00%,https://envitra.de/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,enwag energie- und wassergesellschaft mbH,7.01%,https://www.enwag.de/stromkennzeichnung,,Hermannsteiner Straße 1,35576,Wetzlar,https://www.enwag.de,A,,,,,,,,,,
True,True,enwor - energie & wasser vor ort GmbH,34.96%,https://www.enwor.de/de/Produkte/Strom/Stromkennzeichnung.pdf,,Kaiserstraße 86,52134,Herzogenrath,https://www.enwor.de,A,,,,,,,,,,
True,True,eprimo GmbH,0.00%,https://www.eprimo.de/neuer-kunde/strom/stromtarife,nicht aktuell,Flughafenstrasse 20,63263,Neu-Isenburg,https://www.eprimo.de/,A,,,,,,,,,,
True,,Erdgas Mittelsachsen GmbH,0.00%,https://www.e-ms.de/,nicht vorhanden,,,,,,,,,,,,,,,
True,,Erdgas Schwaben GmbH,29.94%,https://www.erdgas-schwaben.de/files/erdgas-schwaben/downloads/privatkunden/strom/schwaben%20strom%20waerme/Stromkennzeichnung_2018_quer_weiss.pdf,,,,,,,,,,,,,,,,
True,,Erdgas Südwest GmbH,47.35%,https://www.erdgas-suedwest.de/strom/nat%C3%BCrlichstrom-regio?file=files/produkte/natuerlichstrom-regio-Stromkennzeichnung.pdf,,,,,,,,,,,,,,,,
True,True,e-regio GmbH & Co. KG,100.00%,https://www.e-regio.de/fileadmin/download/Strom/Vertrieb/Stromkennzeichnung_2018.pdf,,Rheinbacher Weg 10,53881,Euskirchen,https://www.e-regio.de,R?,,"Anteilseigner: rhenag Rheinische Energie AG, Köln",?,,,,,TÜV,,
True,True,Erhard Bürk-Kauffmann GmbH,0.00%,https://www.buerk-kauffmann.de/index.html,nicht vorhanden,Neuffenstraße 27-29,78056,Villingen-Schwenningen,https://www.buerk-kauffmann.de,?,x,,,,,,,,?,
True,True,Erlanger Stadtwerke AG,57.29%,https://www.estw.de/erlangenGips/Gips?SessionMandant=Erlangen&Anwendung=CMSWebpage&Methode=ShowHTMLAusgabe&RessourceID=741083&WebPublisher.NavId=741081,,Äußere Bruckstr. 33,91052,Erlangen,https://www.estw.de,A,,,,,,,,,,
True,,ErmstalEnergie Dettingen an der Erms GmbH & CO. KG,0.00%,https://www.ermstalenergie.de/privat-gewerbekunden/ermstalstrom-natur/mehr-infos-zu-ermstalstrom-natur/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,
True,,e-rp GmbH,53.93%,https://www.e-rp.de/de/Privatkunden/Strom/Mitteilungspflichten/Stromkennzeichnung/ERP-Preisblaetter-Strom-Stromkennzeichnung-171106-WEB.pdf,,,,,,,,,,,,,,,,
True,True,ESWE Versorgungs AG,52.41%,https://www.eswe.com/fileadmin/user_upload/images/stromkennzeichnung2017.png,,Konradinerallee 25,65189,Wiesbaden,https://www.eswe-versorgung.de,A,,,,,,,,,,
True,,EUROGATE Technical Services GmbH,0.00%,http://www1.eurogate.de/Leistungen/Hafentechnik/(tab)/1752,nicht aktuell,,,,,,,,,,,,,,,
True,True,evd energieversorgung Dormagen GmbH,1.06%,https://www.evd-dormagen.de/dormagenGips/evd-Dormagen/evd-dormagen.de_Relaunch2012/Produkte/Strom/Service-Ratgeber-Strom/Stromkennzeichnung/diagramm-2017.pdf,,Mathias-Giesen-Straße 13,41540,Dormagen,https://www.evd-dormagen.de,A,,,,,,,,,,
True,,EVE EnergieVersorgung Elbtalaue GmbH,0.00%,https://www.eve-dan.de/energieversorgung/strom/produkte-preise/,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,
True,True,EVH GmbH,6.86%,https://evh.de/privatkunden/strom/strom/stromkennzeichnung,,Bornknechtstr. 5,6108,Halle,https://evh.de,A,,,,,,,,,,
True,,EVI Energieversorgung Hildesheim GmbH & Co. KG,40.34%,https://www.evi-hildesheim.de/strommix,,,,,,,,,,,,,,,,
True,,EVI Energieversorgung Ihmert GmbH & Co KG,14.86%,http://www.stadtwerke-hemer.de/de/Strom/Stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,evon Energie - Eine Marke der EVO Vertrieb GmbH,0.00%,https://www.evon-energie.de/service/energiemix-stromherkunft/,nicht aktuell,,,,,,,,,,,,,,,
True,,EVS Energieversorgung Schmalkalden GmbH,0.00%,http://www.energie-schmalkalden.de/stromkennzeichnung-gem-42-energiewirtschaftsgesetz/,,,,,,,,,,,,,,,,
True,,EVU Langenpreising,0.00%,https://www.vg-wartenberg.de/langenpreising/evu-stromvertrieb/stromkennzeichnung,nicht aktuell,,,,,,,,,,,,,,,
True,,EVU Markt Kipfenberg,0.00%,http://www.evu-kipfenberg.de/Stromkennzeichnung,nicht aktuell,,,,,,,,,,,,,,,
True,,EVU Späth e.K,0.21%,https://sowa-strom.de/download/an5upo77u62sbn43p5f01dun23u/Stromkennzeichnung_Spaeth_2017.pdf,,,,,,,,,,,,,,,,
True,True,E-Werke Haniel Haimhausen OHG,100.00%,https://www.oekostrom-bayern.de/oekostrom/oekostrom-mix/,,Dachauer Straße 4 a,85778,Haimhausen,https://www.oekostrom-bayern.de/,R?,,,?,,,,,KlimaINVEST,,
